pseudo_id,labels,n_frames,n_labels
OgbX,"[0, 27]",131,2
a0bX,"[53, 58]",123,2
cvbX,"[11, 20, 22, 29, 32, 120, 211, 321, 1672]",300,9
14bX,"[10, 188]",300,2
ySbX,"[0, 1, 5, 738, 809, 928]",127,6
2GbX,"[11, 20, 22, 321, 334, 569]",212,6
s9bX,"[2, 7, 17, 19, 104, 272, 1881]",300,7
HBbX,[578],227,1
Y3bX,"[3, 4, 13, 54]",300,4
i3bX,"[0, 1, 35, 134]",249,4
iwbX,"[68, 72, 98]",238,3
1DbX,"[348, 833]",295,2
zObX,"[2, 7, 48, 213]",300,4
TEbX,"[5, 264]",174,2
mUbX,"[15, 18, 87]",300,3
vTbX,[248],188,1
ApbX,"[2, 7, 17]",157,3
cmbX,"[2, 44, 46, 162]",132,4
wMbX,"[13, 28, 33]",278,3
WQbX,[13],251,1
BrbX,"[0, 63, 167]",300,3
rFbX,[14],124,1
igbX,"[0, 52, 70, 91]",300,4
sLbX,"[21, 23, 24]",181,3
afbX,"[68, 72, 98, 240]",126,4
5KbX,[14],207,1
lkbX,"[0, 12]",169,2
0VbX,"[11, 22, 29, 173, 477, 528]",176,6
lJbX,"[25, 2166]",152,2
iubX,"[2, 30]",136,2
fKbX,[5],222,1
D9bX,"[19, 48, 524, 753]",137,4
WfbX,"[31, 40, 47, 57, 117]",262,5
e3bX,"[0, 1, 69, 478, 3369]",160,5
OjbX,[14],277,1
zabX,"[0, 1, 153, 489, 776, 1026]",300,6
Buay,"[0, 1, 63, 167]",282,4
Jeay,"[0, 12, 91]",300,3
Geay,"[2, 7, 104]",300,3
lSay,[3],267,1
JMay,"[4, 9, 10, 34]",213,4
vEay,[453],267,1
Nday,"[0, 12, 91]",150,3
XBay,"[11, 20, 22, 29, 32, 122, 123, 1126]",300,8
wgay,"[18, 67, 140, 390]",300,4
1say,"[11, 62, 411, 749]",130,4
D2ay,"[2, 44, 109]",143,3
Ysay,"[184, 400, 416, 641]",300,4
4day,"[2, 44, 186, 377]",187,4
3Ray,"[3, 4, 13, 41, 54]",300,5
Bsay,"[8, 201]",237,2
7fay,"[3, 4]",208,2
Chay,"[21, 23, 269]",129,3
rJay,"[11, 20, 22]",170,3
maay,[25],150,1
Fday,"[88, 184, 388, 580]",216,4
MXay,"[2, 17, 490]",300,3
Dray,"[3, 4, 13, 28, 38]",241,5
V4ay,"[2, 30, 361, 2018]",125,4
EJay,"[184, 191, 299, 307, 380, 416, 614, 985, 3847]",300,9
oyay,"[0, 826, 2755]",294,3
bgay,[3],234,1
N9ay,"[2, 18, 19, 30, 55, 87]",142,6
j0ay,[3],207,1
Fgay,"[21, 23, 24, 2454]",134,4
0yay,[25],133,1
ZSay,"[0, 1, 1319]",300,3
vOay,[3],223,1
NVay,"[3, 4, 9, 10]",300,4
26ay,"[0, 63, 633]",300,3
g2ay,"[11, 20, 22, 29, 32]",300,5
3Aay,"[21, 24, 74, 131]",293,4
8Eay,"[4, 9, 10, 34]",119,4
k7ay,[3],144,1
oEay,[3260],170,1
Ivay,"[11, 20, 22, 29, 32, 120, 122, 173, 303, 3633]",258,10
zpay,[52],137,1
P8ay,[654],127,1
btay,"[3, 13]",204,2
rGay,"[0, 12]",300,2
u7ay,"[3, 6]",239,2
Hhay,[12],299,1
Gray,"[26, 130, 199, 379]",300,4
fNay,"[15, 96]",234,2
CNay,"[99, 175, 1078]",300,3
jfay,"[4, 14]",264,2
Clay,"[24, 74, 131]",212,3
wday,"[2, 7, 95, 104, 116, 165, 563, 3029]",300,8
AHay,"[0, 1, 42, 189]",300,4
I3ay,"[0, 1, 63, 336]",154,4
gXay,"[106, 887]",228,2
e1ay,"[21, 23, 24, 73, 288, 322, 504]",175,7
Fway,"[2, 44, 46, 848]",164,4
0May,[289],261,1
4Bay,"[2, 7, 171, 2075]",121,4
o1ay,"[15, 18, 170, 314]",230,4
WXay,"[0, 705]",230,2
oray,"[10, 97]",281,2
Tray,[5],163,1
HRay,"[31, 40, 136, 386]",144,4
ufay,[1499],133,1
F9ay,"[3, 6]",244,2
d5ay,"[0, 1, 150, 204, 1231, 1631]",226,6
BQay,"[50, 65, 66, 355, 781]",267,5
5iay,"[20, 29]",300,2
Tuay,"[21, 23, 73, 554]",287,4
f9ay,"[5, 16]",300,2
nkay,"[11, 1017, 1577]",267,3
umay,[2738],300,1
FQay,[110],219,1
a0ay,[6],279,1
z5ay,"[3, 4, 6, 10]",153,4
Kyay,"[6, 28, 33]",199,3
xxay,"[15, 18, 59, 178]",188,4
hhay,[31],128,1
Y9ay,"[0, 1, 203, 1091, 1413, 2500]",214,6
jeay,[522],155,1
llay,"[0, 1, 27, 3700]",277,4
V0ay,"[0, 1, 93, 102]",300,4
PBay,"[26, 64, 149, 488, 620, 943]",145,6
qzay,[8],225,1
qjay,"[50, 65]",135,2
01ay,[110],181,1
pday,"[93, 102]",300,2
KAay,"[0, 52, 70, 125]",277,4
xaay,[6],254,1
5way,"[2, 7, 197, 213, 316, 458, 513]",215,7
yCay,"[3, 6]",199,2
51ay,"[4, 9]",143,2
I4ay,"[11, 20, 22, 29, 32, 221, 1165]",180,7
TWay,"[2, 45, 51, 77]",300,4
Zcay,"[15, 18, 87, 545, 3599]",172,5
Kpay,[663],131,1
jaay,[1161],276,1
q4ay,"[0, 1, 81, 108]",138,4
Tbay,[12],141,1
Yway,"[0, 607, 622]",300,3
9Say,"[0, 1, 19, 524, 753]",199,5
dRay,"[31, 40, 47, 97, 243]",262,5
z4ay,"[99, 518, 911]",180,3
vLay,"[0, 1, 19, 3074, 3235]",219,5
OPay,"[0, 1]",300,2
aLay,"[53, 58, 1956]",300,3
j8ay,"[0, 1, 35, 85]",231,4
x8ay,"[63, 335]",236,2
Yyay,[2],300,1
e7ay,[210],213,1
ioay,"[1095, 1637]",181,2
iJay,"[0, 93, 102]",209,3
osay,"[0, 1, 27]",300,3
8Kay,"[0, 1, 358]",221,3
BSay,"[2, 7, 495]",300,3
gxay,"[4, 13, 54]",300,3
DPay,"[0, 1, 24, 131]",189,4
aiay,[100],300,1
dNay,"[0, 2863]",290,2
8tay,"[4, 9, 10, 14, 37]",300,5
Y1ay,[144],164,1
pOay,"[3, 4, 5, 9, 10, 13, 28, 33, 37, 38]",209,10
gBay,"[2, 7, 48, 266, 702, 1683]",227,6
Icay,[145],166,1
5pay,"[3, 6]",179,2
Xday,"[11, 83, 2953]",144,3
ugay,"[3, 4, 13]",300,3
Sqay,"[0, 1, 48, 177, 258, 617, 691, 2162]",212,8
8Qay,"[0, 1]",300,2
ucay,"[4, 13, 54, 164]",300,4
1Kay,"[14, 2308, 2860]",279,3
wlay,"[28, 33, 38, 78, 86]",162,5
eFay,"[0, 1, 5, 327]",248,4
EQay,[3],179,1
n7ay,[3],203,1
AUay,"[24, 246]",300,2
FBay,"[0, 12]",288,2
Fjay,[14],300,1
0hay,"[5, 1940]",296,2
LJay,[25],152,1
jYay,"[4, 13, 14]",229,3
qJay,"[60, 419, 1271, 1393]",175,4
Hzay,[16],186,1
rfay,"[301, 3069]",284,2
lQay,"[0, 1, 63, 335]",300,4
4Zay,"[2, 7, 957]",284,3
wqay,"[6, 8]",270,2
Lpay,"[15, 18, 170, 314]",139,4
bVay,[14],216,1
itay,[3],120,1
6Gay,"[2, 7, 171, 344, 1391, 2367]",270,6
RGay,"[2, 17, 19, 129]",149,4
s2ay,"[2, 7, 804]",120,3
vUay,"[16, 2050]",290,2
Ktay,"[0, 1, 357, 372]",268,4
qkay,"[569, 2841]",155,2
FNay,[3],202,1
IGay,"[11, 20, 2757]",125,3
q3ay,"[0, 42, 111]",300,3
eKay,"[1002, 3808]",300,2
1fay,"[60, 353, 519]",300,3
X2ay,"[0, 1]",300,2
lhay,[25],144,1
5tay,"[0, 1, 5, 81, 108, 3351]",153,6
GPay,[41],210,1
VBay,"[21, 23, 24, 73, 676]",209,5
Bzay,"[6, 3321]",300,2
uKay,"[0, 12]",207,2
9cay,"[0, 12]",131,2
psay,"[21, 23, 24, 73, 269, 343, 858]",283,7
fKay,"[5, 136, 2399]",227,3
peay,"[6, 8]",227,2
1Xay,[422],299,1
g9ay,[3],247,1
hOay,"[3, 41]",237,2
B0ay,[4],300,1
Daay,"[0, 1, 35, 3742]",300,4
Pfay,"[17, 19]",243,2
fUay,"[3, 4, 6]",275,3
y6ay,[375],300,1
VDay,"[15, 18, 170, 314]",300,4
clay,"[4, 13, 164, 175, 842]",186,5
tLay,"[11, 2185]",223,2
DHay,[400],181,1
INay,[6],174,1
Z7ay,"[3, 4, 13]",131,3
cJay,[8],300,1
0day,"[165, 1202]",212,2
L9ay,[39],300,1
Y0ay,[41],129,1
vWay,[49],300,1
c0ay,[3],292,1
TYay,"[0, 1, 193]",300,3
UDay,"[0, 226, 530]",212,3
j7ay,[225],300,1
5jay,[41],276,1
Qoay,"[0, 1]",262,2
Pday,"[5, 16]",217,2
tlay,"[0, 1, 42]",211,3
k4ay,"[2, 17, 19, 30, 55, 272, 975]",258,7
WCay,"[0, 52, 70]",300,3
Vsay,"[189, 199, 2387]",300,3
WWay,"[21, 23, 24]",300,3
Tyay,"[5, 16]",182,2
Cyay,"[2, 7, 174, 375, 715, 1142, 1307, 1660]",300,8
Emay,"[2, 45]",189,2
LPay,"[4, 9, 10, 34, 37]",300,5
t6ay,"[3, 4, 6, 10]",216,4
Zgay,"[5, 16]",300,2
rVay,"[49, 80, 879]",300,3
gcay,"[6, 8]",137,2
hBay,"[28, 33, 38, 78, 86]",231,5
Zray,[3],300,1
Fzay,"[50, 65]",172,2
Doay,"[0, 1, 36, 94]",300,4
Lvay,"[0, 1, 5, 2507]",300,4
vIay,"[2, 7]",121,2
2Tay,"[0, 1, 5, 139]",300,4
1Vay,[12],144,1
mTay,"[0, 1, 740]",146,3
l3ay,[39],230,1
95ay,"[71, 152]",300,2
MMay,"[21, 23, 24, 758]",156,4
7jay,[14],251,1
nBay,"[217, 260, 371, 600]",177,4
buay,"[182, 392, 634]",206,3
gOay,"[9, 10, 37, 1312]",217,4
Xpay,"[6, 8]",174,2
Mvay,"[11, 20, 22, 29, 32, 229, 1548, 2606]",292,8
guay,"[15, 18, 60, 87, 365, 545]",300,6
7Xay,"[236, 404, 589, 2601]",161,4
g5ay,"[15, 239, 363, 686, 2625]",184,5
Cuay,"[3, 4, 9]",300,3
uqay,"[0, 1, 21, 23, 24, 106, 279]",255,7
Ggay,[0],179,1
Llay,"[11, 511]",275,2
R9ay,"[11, 341, 1049, 1928]",202,4
cxay,"[50, 65, 256, 355, 1112]",296,5
auay,"[88, 184, 307, 380, 416, 614]",171,6
iIay,"[0, 1, 822, 3567]",228,4
LVay,[3],135,1
A9ay,[569],170,1
SUay,[201],158,1
m7ay,[5],239,1
J2ay,[3],221,1
kGay,[16],300,1
ieay,"[2, 7, 75, 165, 172]",300,5
IHay,"[40, 57, 117, 1800]",300,4
3Yay,"[2, 7, 48, 213, 458, 793, 1506]",120,7
Jvay,"[2, 7, 116, 198, 1012]",300,5
4zay,"[10, 2141]",267,2
utay,[248],151,1
Qday,[381],284,1
P4ay,[8],300,1
6ray,[12],249,1
hXay,[0],222,1
loay,"[0, 1071]",144,2
2qay,[14],263,1
gway,"[2, 17, 443]",176,3
iway,"[17, 19, 55, 143, 166, 272]",139,6
99ay,[8],277,1
OTay,"[4, 9, 10, 154]",235,4
xmay,[41],176,1
tray,"[100, 161, 356]",300,3
Biay,"[0, 1, 180, 219]",140,4
EYay,[14],223,1
URay,"[4, 6, 14]",300,3
OMay,"[0, 1, 150, 204, 739, 1231]",300,6
Ekay,[61],170,1
2yay,"[9, 10, 34]",212,3
9may,"[0, 1, 744]",200,3
aZay,"[0, 530]",178,2
5zay,"[2, 45, 51, 56, 77, 212, 2492]",259,7
SAay,"[0, 312]",300,2
suay,"[0, 1, 124, 287]",300,4
n9ay,[3],141,1
Zxay,"[0, 12, 705]",300,3
dCay,[12],132,1
hsay,"[0, 1, 357]",190,3
oQay,"[11, 20, 22, 29, 32, 120, 122, 173, 426, 572, 930, 1098]",218,12
eaay,"[5, 1332]",206,2
UOay,"[2, 7, 95, 116, 135, 297, 1412]",200,7
r9ay,"[0, 1, 290]",121,3
iGay,[97],189,1
Nlay,"[2, 75]",230,2
Ijay,"[15, 18, 87, 365]",267,4
22ay,"[3, 4, 6, 10, 13, 28]",270,6
IMay,[3],191,1
iaay,"[63, 167]",300,2
m3ay,"[505, 640]",300,2
xMay,"[0, 1, 63, 167]",204,4
siay,"[11, 22, 53, 58, 214, 2757]",300,6
HHay,"[8, 71, 152, 849]",130,4
Seay,"[2, 30, 196, 975, 1166]",123,5
zxay,"[2, 7, 464]",137,3
LCay,"[0, 1, 27]",300,3
DZay,"[0, 1, 63, 450]",122,4
Dxay,"[0, 12]",189,2
c4ay,"[2, 30, 55, 3689]",300,4
Ruay,[1127],145,1
h3ay,"[2, 45, 51, 56, 77, 137, 1516]",1,7
FHay,"[15, 18, 87, 1938]",234,4
H6ay,[6],229,1
hgay,[5],166,1
Mfay,"[3, 4, 10]",300,3
TFay,"[0, 1, 436]",216,3
Shay,[101],269,1
8lay,"[3, 4, 6, 9]",276,4
Nnay,"[0, 79, 376]",197,3
B5ay,"[2, 76, 281, 446]",300,4
3qay,"[2, 7, 235, 1106]",212,4
oPay,"[15, 18, 87, 365, 536, 545, 2832]",182,7
7qay,"[730, 2415, 3237]",184,3
VEay,[381],192,1
gaay,[163],300,1
vxay,"[166, 398, 482, 501]",279,4
2Ray,"[5, 16]",300,2
Jday,"[43, 239, 789, 1626]",300,4
GNay,"[4, 9, 10, 37, 655, 1065, 1721]",141,7
SNay,"[71, 152]",300,2
9qay,[14],258,1
dGa0,[14],216,1
Gca0,"[0, 12]",241,2
1Ua0,[89],297,1
c7a0,"[3, 675]",300,2
XHa0,"[15, 18]",154,2
nQa0,"[11, 20, 22, 29, 32, 122, 211]",300,7
p8a0,[2717],220,1
lea0,"[4, 9, 14]",285,3
TIa0,[12],300,1
Noa0,"[146, 158, 279, 439, 454, 1010]",180,6
joa0,[71],300,1
MEa0,"[3, 4]",230,2
mSa0,"[31, 40, 57, 117, 492]",251,5
Sfa0,[8],148,1
JXa0,[2723],239,1
rya0,"[18, 59, 238, 274, 668, 964]",120,6
Aba0,"[0, 5, 11, 22, 462, 637]",300,6
DQa0,"[0, 1, 409]",135,3
Tda0,"[2, 7, 95, 116, 165]",178,5
1sa0,[52],128,1
lLa0,"[26, 379]",164,2
iga0,[329],262,1
WCa0,"[0, 1, 36, 153, 185, 2245]",201,6
sTa0,"[50, 65]",232,2
Ksa0,"[62, 3174]",151,2
Y4a0,"[4, 9, 10, 37]",143,4
yZa0,"[2, 7, 48, 266, 702, 1683]",145,6
RDa0,"[422, 2393]",300,2
aca0,"[80, 733, 3370]",181,3
BEa0,"[2, 7, 85, 116, 2504]",165,5
m1a0,"[3, 4]",300,2
T8a0,[99],300,1
2Ha0,"[3, 4, 9, 10, 13]",252,5
gPa0,"[2, 7, 305]",300,3
1ba0,"[0, 1, 319]",149,3
YIa0,"[3, 4, 13]",300,3
wga0,[43],240,1
Sza0,"[0, 1, 27]",205,3
P9a0,"[0, 1, 733]",195,3
E4a0,[1027],190,1
L8a0,"[0, 1, 69]",120,3
dya0,"[0, 12]",184,2
1Ha0,"[0, 1, 21, 24, 73, 1259]",143,6
JAa0,"[28, 33]",157,2
dKa0,"[2, 75, 208, 745, 869]",139,5
61a0,"[0, 139, 3437]",238,3
H1a0,[3],198,1
VQa0,"[0, 1, 828]",132,3
nfa0,"[11, 20, 22, 32, 120, 477, 528, 3197]",300,8
N2a0,"[24, 74, 131]",276,3
WRa0,"[31, 40, 57, 117]",179,4
24a0,"[134, 197, 1282]",159,3
0Ma0,"[46, 107, 109, 114, 145]",186,5
70a0,[308],133,1
Uya0,"[49, 127]",239,2
CMa0,"[4, 14]",236,2
bQa0,[89],300,1
XNa0,[552],126,1
y5a0,[39],300,1
Qpa0,[3],200,1
P1a0,[14],279,1
uqa0,"[166, 398, 482, 501, 664]",254,5
Npa0,"[3, 4, 9, 10, 34]",207,5
e6a0,"[3, 4, 13, 54, 188]",300,5
Eda0,"[5, 49, 912, 2646, 3559]",235,5
dka0,[61],153,1
78a0,"[2, 7, 1506, 2528]",259,4
Kba0,"[2, 7, 1061]",211,3
rLa0,[15],241,1
7Ka0,"[2, 17, 19, 394, 1053, 1774]",125,6
fca0,"[49, 80, 265]",168,3
AJa0,[8],159,1
TXa0,[0],300,1
lYa0,"[11, 20, 22, 29, 32, 752, 2904]",160,7
Mqa0,"[2, 7, 62, 90]",267,4
lAa0,"[8, 71]",132,2
N3a0,"[0, 1, 234]",180,3
8Va0,"[3, 4, 13, 41]",214,4
LSa0,"[31, 40, 47, 57, 117, 478]",300,6
gta0,"[9, 28, 33]",203,3
8Ia0,"[17, 19, 55, 272, 448, 1073]",222,6
Oba0,"[0, 1, 42, 3734]",175,4
jba0,"[2, 7, 266, 1330, 3193]",153,5
J0a0,"[4, 13, 28, 33, 54]",300,5
2Pa0,"[0, 79]",187,2
jaa0,"[2, 1310]",144,2
X4a0,"[3, 4, 9]",284,3
ZQa0,"[21, 23, 24, 158, 2238]",300,5
lxa0,"[5, 16, 3354]",147,3
FDa0,"[2, 7, 17, 128]",129,4
Xsa0,"[0, 1, 977, 1340, 2435]",233,5
Oia0,[8],148,1
5va0,"[343, 3272]",300,2
goa0,[14],284,1
bLa0,"[53, 58, 82, 160, 166, 231, 252, 1139]",235,8
Eba0,[592],300,1
oKa0,"[3, 4]",210,2
2Sa0,"[144, 190, 1218]",291,3
mHa0,"[4, 9, 14]",249,3
GLa0,"[0, 1, 1370]",131,3
zea0,"[11, 126, 220, 624, 1123]",218,5
Xga0,[3],179,1
aoa0,"[92, 110]",138,2
CFa0,"[0, 1, 69, 478, 1111]",300,5
zNa0,"[0, 1, 35, 85]",272,4
m7a0,"[5, 1612]",212,2
LOa0,"[0, 1, 42, 223, 323]",138,5
hNa0,"[28, 33]",176,2
l3a0,"[60, 160, 231, 273, 491]",134,5
k3a0,[2707],151,1
PDa0,"[0, 1, 349]",142,3
Cea0,[27],186,1
aya0,"[343, 3150]",204,2
LXa0,"[0, 26, 607, 622]",170,4
R7a0,"[21, 23, 24, 712]",300,4
yba0,"[0, 1, 5, 1358, 3577]",300,5
iWa0,[1212],199,1
Lma0,"[2, 7, 174, 1324]",218,4
P0a0,"[0, 1, 949]",300,3
5Ka0,[71],300,1
Jia0,[6],172,1
GRa0,[126],228,1
x6a0,"[2, 7, 62, 208, 411, 2476]",250,6
c2a0,"[0, 1, 2201]",300,3
7ia0,[39],138,1
bJa0,"[0, 1, 5, 695]",166,4
I8a0,"[6, 8]",300,2
xGa0,[92],142,1
nGa0,"[66, 332, 521]",124,3
k1a0,"[0, 1, 27]",300,3
QMa0,"[226, 530]",300,2
e7a0,"[4, 9, 10]",300,3
kPa0,"[2, 7, 48]",142,3
5Ha0,[0],141,1
Hza0,"[0, 1, 35, 230]",170,4
uxa0,"[0, 52, 70]",161,3
Pua0,[8],163,1
gYa0,[41],196,1
Bna0,"[3, 89, 324]",276,3
PCa0,"[9, 10, 37, 108]",152,4
q8a0,"[6, 14]",300,2
vxa0,"[2, 17, 19, 30, 55]",170,5
8aa0,"[417, 2621, 3379]",300,3
y2a0,[25],159,1
Jua0,"[0, 1, 157, 455, 1063]",300,5
p7a0,"[0, 1]",128,2
Pga0,"[0, 1, 19, 524]",150,4
EKa0,[2],178,1
Afa0,"[2, 544, 2785]",145,3
MYa0,"[2, 7]",125,2
Rha0,"[0, 12]",180,2
rga0,[3],300,1
Ena0,"[2, 76, 446]",120,3
hEa0,"[11, 20, 22, 426, 543]",152,5
7Aa0,"[0, 1, 5, 731, 1541, 2207]",192,6
Kca0,"[0, 42, 262, 306]",225,4
9ha0,"[2, 56, 75]",300,3
OQa0,"[15, 18, 59, 3092]",120,4
VDa0,"[11, 20, 29, 123, 1016]",300,5
wka0,"[2, 7, 235]",238,3
fCa0,"[2, 17, 19, 30, 55, 143, 166]",201,7
V1a0,"[1, 1326]",144,2
QPa0,"[4, 10, 13]",149,3
nUa0,"[0, 581]",300,2
M5a0,"[3, 4, 10, 13]",127,4
qka0,"[2, 44, 138, 186]",172,4
wda0,"[3, 6, 8, 558]",300,4
5Qa0,"[0, 1, 42, 290, 431, 586]",198,6
WPa0,"[15, 18, 87]",185,3
tca0,"[0, 1, 27]",300,3
bda0,"[5, 16, 84, 169, 1754]",120,5
rJa0,[180],300,1
vka0,"[31, 40, 57, 2471]",120,4
jfa0,"[0, 1, 9, 1508, 1847]",300,5
Zma0,"[2, 45, 51, 56, 137]",221,5
s2a0,"[0, 3826]",220,2
Xea0,"[2, 44]",300,2
Owa0,"[21, 23, 24, 73, 288, 322]",286,6
l7a0,[12],232,1
yOa0,"[2, 7, 316, 1472]",266,4
b2a0,"[9, 10, 37]",170,3
vNa0,"[39, 50, 65]",300,3
V3a0,"[43, 182, 385]",146,3
dea0,"[146, 158, 454, 1905]",158,4
L2a0,"[239, 1452]",162,2
Eja0,[14],217,1
U8a0,"[0, 1]",142,2
VLa0,"[0, 1, 124, 317]",218,4
fda0,"[2, 7, 30, 361]",283,4
g8a0,"[0, 1, 63, 203, 822, 2638, 3295]",124,7
2Ta0,"[3, 4, 6, 9, 10, 13, 28, 33, 38]",300,9
BJa0,"[2, 7, 90]",300,3
nka0,"[11, 20, 22, 32, 120, 173, 528, 752, 892, 3282]",300,10
tGa0,"[0, 1, 27]",144,3
WYa0,"[0, 1, 5, 327, 967, 1777]",139,6
6Sa0,"[68, 72, 98, 240]",145,4
Hka0,"[2, 7, 196]",135,3
jNa0,"[0, 1, 5, 73]",300,4
Zwa0,[3],300,1
FMa0,"[2, 75, 208]",254,3
Vta0,"[15, 18, 87]",240,3
aTa0,"[9, 10, 34, 37]",219,4
5Ea0,[1001],146,1
Xia0,[14],207,1
e2a0,[827],148,1
fTa0,"[0, 12]",300,2
Bpa0,[226],249,1
uMa0,"[2, 7]",300,2
Cza0,"[181, 222, 249]",300,3
0Ha0,[3],227,1
fta0,"[0, 5, 81, 108, 947]",198,5
SZa0,"[1, 35, 1606, 1623]",241,4
6ra0,"[8, 3227]",161,2
12a0,"[15, 18, 170, 314]",300,4
KRa0,"[9, 14]",227,2
P3a0,"[417, 2621]",255,2
B8a0,[552],216,1
yia0,[730],138,1
EUa0,"[15, 18, 67]",126,3
L4a0,"[2, 7, 95, 135, 297]",300,5
43a0,"[50, 65, 493]",242,3
cGa0,"[3, 4, 9, 38]",300,4
1ma0,[133],123,1
gca0,"[420, 750, 1042, 2441]",300,4
0Xa0,"[2, 30, 55, 196, 1083, 1808]",194,6
Ona0,"[5, 662]",135,2
pPa0,"[0, 1, 19, 1635]",124,4
uaa0,[3],300,1
t6a0,"[5, 49, 80]",219,3
cea0,"[3, 6, 8]",181,3
q7a0,"[62, 411]",300,2
dCa0,"[0, 1, 219]",300,3
62a0,[1380],300,1
lca0,[1093],300,1
4la0,"[0, 12, 432, 705]",300,4
Aca0,"[3, 6, 61]",300,3
w3a0,[61],229,1
iMa0,[932],230,1
J5a0,"[2, 30, 53, 58, 228]",188,5
dga0,"[100, 161, 356, 567, 704, 1906]",300,6
dsa0,[25],121,1
4Ma0,"[49, 80, 127, 1199]",266,4
YTa0,[3],300,1
eSa0,"[6, 8]",277,2
YZa0,"[0, 12, 432]",251,3
uza0,"[0, 63, 943]",163,3
B6a0,"[0, 1, 42, 111]",300,4
8pa0,[294],173,1
Kga0,"[26, 839]",237,2
Uka0,"[3, 6, 8]",271,3
8Ea0,"[16, 25, 189]",132,3
pda0,"[100, 356]",203,2
dBa0,"[0, 12]",209,2
xEa0,[33],282,1
gCa0,[324],255,1
Uqa0,"[0, 1, 35, 85]",300,4
Ppa0,[3],290,1
Cna0,"[0, 1, 27]",300,3
KHa0,"[1, 5, 337]",171,3
H0a0,[1019],300,1
Rfa0,[226],214,1
5Ja0,[52],300,1
TGa0,[9],243,1
ppa0,"[2, 75]",150,2
HPa0,[530],268,1
Laa0,"[2, 7, 48, 177, 460, 1031]",227,6
Z3a0,"[5, 84, 405, 3349]",209,4
jsa0,"[0, 12]",155,2
PAa0,"[2, 7]",300,2
34a0,[2138],180,1
dSa0,"[2, 7, 56, 500]",191,4
pDa0,[133],218,1
Ema0,[1239],300,1
7da0,"[2, 7, 30, 55, 361]",297,5
ZCa0,[1297],300,1
N6a0,"[0, 1]",300,2
Qra0,"[0, 1, 63, 336]",155,4
sca0,"[5, 328, 618]",214,3
4Ca0,"[2, 17, 280, 443]",300,4
Q6a0,"[6, 99]",129,2
hLa0,"[31, 40, 57, 117, 1542]",133,5
Fia0,"[191, 248]",290,2
6ba0,"[4, 97]",182,2
jKa0,"[53, 58, 228]",267,3
Nla0,"[50, 65]",300,2
lJa0,"[3, 1473]",250,2
Kza0,"[9, 10, 34, 2996]",138,4
NKa0,"[0, 1, 42]",300,3
h3a0,"[0, 52, 70]",181,3
a2a0,"[0, 1, 35, 134, 2307]",300,5
l2a0,"[0, 1, 203]",300,3
URa0,"[0, 1]",187,2
23a0,"[4, 9, 10, 97, 351, 550]",300,6
63a0,"[3, 4]",206,2
aUa0,"[6, 8, 136, 647]",300,4
8ba0,"[231, 491, 3109]",225,3
Sua0,"[4, 9, 14, 28]",288,4
pEa0,[3],264,1
qia0,"[227, 1617]",300,2
FIa0,"[3, 4, 6, 13]",164,4
4Pa0,"[11, 1145]",127,2
Kna0,"[39, 50, 627]",300,3
MMa0,"[10, 97, 278]",154,3
59a0,"[0, 1, 35, 354, 827]",300,5
JHa0,[261],183,1
OXa0,[6],220,1
JKa0,"[2, 7, 19, 48, 399]",300,5
ITa0,"[49, 80, 127, 277, 612]",211,5
SFa0,"[6, 8]",227,2
uDa0,[61],231,1
1ia0,"[0, 1, 27]",218,3
eoa0,"[2, 17, 129, 500, 1948]",283,5
